account_id,subscription_id,company_name,company_email,transaction_amount,transaction_date
acc_331,sub_50580,Company_294,contact_294@ex.com,1.0,2024-06-04
acc_1300,sub_50069,Company_38,alt_38@example.com,177.07,2024-09-14
acc_520,sub_51196,Company_261,contact_261@ex.com,1.0,2023-12-21
acc_1373,sub_52294,Company_30,alt_30@example.com,1289.94,2024-08-02
acc_1470,sub_50631,Company_76,contact_76@exa.com,1227.22,2024-12-02
acc_378,sub_52585,Company_395,contact_395@ex.com,284.38,2023-12-29
acc_118,sub_51658,Company_222,contact_222@ex.com,578.0,2024-09-24
acc_433,sub_51382,Company_109,contact_109@ex.com,569.95,2023-02-20
acc_798,sub_53687,Company_293,contact_293@ex.com,378.52,2024-10-12
acc_1479,sub_53237,Company_59,contact_59@exa.com,728.61,2023-09-08
acc_1327,sub_50273,Company_253,contact_253@ex.com,189.82,2023-02-26
acc_813,sub_51112,Company_193,contact_193@ex.com,1.0,2024-05-18
acc_215,sub_51129,Company_41,contact_41@exa.com,1244.96,2023-01-07
acc_1371,sub_51988,Company_210,contact_210@ex.com,486.58,2024-07-26
acc_625,sub_53890,Company_12,alt_12@example.com,1162.81,2024-10-30
acc_664,sub_52300,Company_86,contact_86@exa.com,239.78,2024-11-06
acc_451,sub_50293,Company_259,contact_259@ex.com,1.0,2023-06-28
acc_1354,sub_51643,Company_159,contact_159@ex.com,104.85,2023-10-21
acc_818,sub_52719,Company_291,contact_291@ex.com,359.27,2024-04-29
acc_749,sub_52690,Company_357,contact_357@ex.com,591.45,2023-11-18
acc_567,sub_52992,Company_3,contact_3@exam.com,1190.32,2023-02-16
acc_653,sub_51480,Company_9,contact_9@exam.com,392.11,2023-03-16
acc_357,sub_53273,Company_366,contact_366@ex.com,1.0,2024-11-06
acc_755,sub_50275,Company_161,contact_161@ex.com,147.99,2023-10-02
acc_159,sub_50294,Company_371,contact_371@ex.com,858.02,2024-11-20
acc_1374,sub_52332,Company_23,contact_23@exa.com,155.16,2024-01-20
acc_434,sub_52426,Company_93,contact_93@exa.com,894.58,2024-04-06
acc_1018,sub_52241,Company_294,contact_294@ex.com,549.47,2023-07-09
acc_978,sub_50246,Company_230,contact_230@ex.com,1.0,2023-05-21
acc_520,sub_50074,Company_199,contact_199@ex.com,269.72,2023-06-12
acc_31,sub_52730,Company_161,contact_161@ex.com,125.26,2024-10-29
acc_197,sub_52032,Company_344,contact_344@ex.com,221.21,2024-11-08
acc_307,sub_50367,Company_37,alt_37@example.com,475.07,2023-07-26
acc_499,sub_52341,Company_216,contact_216@ex.com,1.0,2024-03-16
acc_1271,sub_53710,Company_56,contact_56@exa.com,617.23,2024-06-28
acc_1326,sub_52320,Company_192,contact_192@ex.com,691.78,2023-02-07
acc_1072,sub_52319,Company_60,contact_60@exa.com,722.36,2023-03-17
acc_874,sub_50675,Company_28,alt_28@example.com,746.01,2024-05-10
acc_164,sub_50947,Company_175,contact_175@ex.com,1.0,2023-07-09
acc_897,sub_50540,Company_399,contact_399@ex.com,985.01,2024-11-22
acc_58,sub_53131,Company_327,contact_327@ex.com,701.37,2023-12-14
acc_1182,sub_52848,Company_32,contact_32@exa.com,1446.48,2024-07-01
acc_974,sub_52546,Company_112,contact_112@ex.com,980.15,2024-03-06
acc_486,sub_51443,Company_207,contact_207@ex.com,1.0,2023-08-01
acc_1293,sub_53853,Company_142,contact_142@ex.com,1.0,2024-12-16
acc_633,sub_52838,Company_295,contact_295@ex.com,320.46,2024-09-09
acc_1291,sub_50375,Company_16,alt_16@example.com,1159.55,2023-12-03
acc_386,sub_51264,Company_103,contact_103@ex.com,65.7,2024-06-08
acc_1485,sub_52752,Company_317,contact_317@ex.com,1.0,2024-10-14
acc_373,sub_51371,Company_219,contact_219@ex.com,365.1,2023-05-29
acc_325,sub_50187,Company_25,alt_25@example.com,199.16,2023-03-12
acc_49,sub_51441,Company_9,contact_9@exam.com,1166.4,2024-05-12
acc_775,sub_53307,Company_54,contact_54@exa.com,422.99,2023-10-17
acc_1311,sub_52306,Company_308,contact_308@ex.com,695.02,2023-10-18
acc_15,sub_51965,Company_162,contact_162@ex.com,1.0,2023-01-02
acc_628,sub_51620,Company_246,contact_246@ex.com,477.6,2024-11-12
acc_892,sub_53123,Company_144,contact_144@ex.com,754.69,2023-11-01
acc_918,sub_52344,Company_199,contact_199@ex.com,897.77,2023-11-13
acc_183,sub_53624,Company_238,contact_238@ex.com,641.29,2023-07-26
acc_712,sub_51579,Company_195,contact_195@ex.com,651.41,2023-02-04
acc_678,sub_51052,Company_205,contact_205@ex.com,68.88,2024-02-21
acc_723,sub_51000,Company_394,contact_394@ex.com,485.81,2023-08-14
acc_408,sub_51926,Company_313,contact_313@ex.com,75.7,2024-01-31
acc_558,sub_53993,Company_217,contact_217@ex.com,856.27,2024-09-23
acc_952,sub_50763,Company_122,contact_122@ex.com,673.24,2023-04-23
acc_1301,sub_53615,Company_347,contact_347@ex.com,856.84,2024-01-02
acc_1166,sub_50562,Company_58,contact_58@exa.com,1050.0,2023-08-17
acc_422,sub_51315,Company_18,alt_18@example.com,93.33,2024-01-15
acc_955,sub_52431,Company_86,contact_86@exa.com,1084.14,2023-07-03
acc_717,sub_51507,Company_216,contact_216@ex.com,182.98,2024-06-25
acc_948,sub_50659,Company_11,alt_11@example.com,632.02,2023-07-31
acc_614,sub_51747,Company_243,contact_243@ex.com,367.46,2023-03-22
acc_644,sub_53495,Company_308,contact_308@ex.com,928.84,2024-06-21
acc_1147,sub_52542,Company_213,contact_213@ex.com,1.0,2023-12-10
acc_806,sub_52505,Company_153,contact_153@ex.com,536.05,2023-10-16
acc_1347,sub_51695,Company_335,contact_335@ex.com,663.24,2023-11-02
acc_677,sub_53982,Company_389,contact_389@ex.com,1135.5,2023-10-27
acc_454,sub_53052,Company_200,contact_200@ex.com,474.94,2023-09-21
acc_150,sub_53217,Company_281,contact_281@ex.com,1.0,2023-11-09
acc_249,sub_52506,Company_291,contact_291@ex.com,605.37,2024-09-09
acc_501,sub_52412,Company_19,alt_19@example.com,1134.41,2023-09-06
acc_1446,sub_53415,Company_304,contact_304@ex.com,1.0,2023-09-22
acc_1185,sub_51129,Company_41,contact_41@exa.com,687.32,2023-08-20
acc_553,sub_52354,Company_139,contact_139@ex.com,1.0,2023-09-28
acc_1077,sub_50070,Company_276,contact_276@ex.com,1.0,2024-11-04
acc_1216,sub_50195,Company_382,contact_382@ex.com,505.72,2024-03-06
acc_1240,sub_50525,Company_240,contact_240@ex.com,1.0,2023-08-12
acc_1371,sub_52357,Company_221,contact_221@ex.com,1.0,2024-10-19
acc_1070,sub_53156,Company_150,contact_150@ex.com,882.3,2023-10-04
acc_511,sub_50408,Company_180,contact_180@ex.com,253.39,2023-01-09
acc_1170,sub_53662,Company_234,contact_234@ex.com,679.4,2023-03-04
acc_355,sub_52831,Company_389,contact_389@ex.com,190.41,2024-05-05
acc_89,sub_53119,Company_63,contact_63@exa.com,728.82,2023-11-05
acc_1063,sub_53683,Company_58,contact_58@exa.com,534.67,2023-10-21
acc_1454,sub_52581,Company_234,contact_234@ex.com,1.0,2024-01-15
acc_968,sub_51379,Company_266,contact_266@ex.com,1.0,2023-05-16
acc_258,sub_53519,Company_26,contact_26@exa.com,75.19,2023-01-11
acc_619,sub_50175,Company_244,contact_244@ex.com,431.64,2024-03-19
acc_624,sub_53474,Company_282,contact_282@ex.com,584.62,2023-03-07
acc_1482,sub_50607,Company_238,contact_238@ex.com,924.19,2024-08-03
acc_57,sub_50223,Company_188,contact_188@ex.com,229.32,2023-12-31
acc_280,sub_50436,Company_379,contact_379@ex.com,1172.6,2023-07-28
acc_946,sub_53005,Company_211,contact_211@ex.com,513.31,2024-02-07
acc_730,sub_53540,Company_112,contact_112@ex.com,802.57,2024-09-01
acc_390,sub_51604,Company_211,contact_211@ex.com,509.54,2023-12-12
acc_1388,sub_52572,Company_19,alt_19@example.com,1262.58,2023-01-03
acc_882,sub_52274,Company_94,contact_94@exa.com,1456.86,2023-03-22
acc_1175,sub_53779,Company_282,contact_282@ex.com,922.04,2023-03-12
acc_1446,sub_51069,Company_365,contact_365@ex.com,553.53,2023-11-02
acc_532,sub_50774,Company_117,contact_117@ex.com,1.0,2024-02-11
acc_454,sub_51588,Company_133,contact_133@ex.com,145.27,2023-08-17
acc_1111,sub_53827,Company_26,alt_26@example.com,835.08,2023-02-19
acc_420,sub_53625,Company_286,contact_286@ex.com,459.0,2023-07-07
acc_835,sub_50780,Company_277,contact_277@ex.com,253.21,2024-11-17
acc_278,sub_53034,Company_97,contact_97@exa.com,69.56,2023-09-12
acc_833,sub_51085,Company_96,contact_96@exa.com,327.71,2023-04-21
acc_617,sub_50076,Company_374,contact_374@ex.com,363.35,2024-04-06
acc_1187,sub_52925,Company_168,contact_168@ex.com,635.21,2024-12-10
acc_1348,sub_52763,Company_308,contact_308@ex.com,606.44,2024-07-07
acc_58,sub_53404,Company_96,contact_96@exa.com,68.35,2024-10-28
acc_1456,sub_51285,Company_213,contact_213@ex.com,1.0,2023-05-25
acc_575,sub_52330,Company_193,contact_193@ex.com,584.52,2024-08-19
acc_103,sub_53929,Company_365,contact_365@ex.com,246.43,2024-10-31
acc_1325,sub_50367,Company_37,alt_37@example.com,1000.74,2024-05-13
acc_586,sub_51794,Company_277,contact_277@ex.com,115.33,2023-09-27
acc_77,sub_50771,Company_133,contact_133@ex.com,467.11,2023-11-23
acc_318,sub_50239,Company_129,contact_129@ex.com,358.0,2024-01-11
acc_97,sub_53879,Company_134,contact_134@ex.com,261.79,2024-07-26
acc_575,sub_52496,Company_228,contact_228@ex.com,644.74,2023-12-13
acc_919,sub_50742,Company_376,contact_376@ex.com,1.0,2023-06-13
acc_412,sub_50814,Company_29,alt_29@example.com,217.55,2023-06-06
acc_479,sub_52554,Company_51,contact_51@exa.com,33.79,2023-01-17
acc_677,sub_50550,Company_367,contact_367@ex.com,613.88,2023-04-21
acc_419,sub_50882,Company_94,contact_94@exa.com,1319.17,2023-08-24
acc_450,sub_50089,Company_122,contact_122@ex.com,311.96,2024-02-23
acc_904,sub_51918,Company_159,contact_159@ex.com,120.23,2024-12-09
acc_1373,sub_50503,Company_113,contact_113@ex.com,1.0,2024-04-12
acc_22,sub_51495,Company_22,contact_22@exa.com,667.56,2024-03-13
acc_980,sub_50581,Company_328,contact_328@ex.com,922.32,2023-12-22
acc_646,sub_53075,Company_260,contact_260@ex.com,388.7,2023-02-28
acc_570,sub_50710,Company_14,alt_14@example.com,969.8,2023-08-04
acc_161,sub_50229,Company_247,contact_247@ex.com,1.0,2023-06-27
acc_473,sub_53728,Company_60,contact_60@exa.com,1107.38,2024-07-23
acc_530,sub_53152,Company_216,contact_216@ex.com,1.0,2023-06-24
acc_60,sub_50962,Company_153,contact_153@ex.com,340.84,2023-05-15
acc_1191,sub_50278,Company_236,contact_236@ex.com,1.0,2023-01-17
acc_931,sub_50372,Company_10,contact_10@exa.com,1082.2,2023-06-17
acc_272,sub_52711,Company_367,contact_367@ex.com,453.16,2024-01-18
acc_900,sub_50239,Company_129,contact_129@ex.com,1225.2,2024-02-28
acc_531,sub_53753,Company_43,contact_43@exa.com,997.62,2024-07-13
acc_1495,sub_51894,Company_289,contact_289@ex.com,1.0,2023-04-15
acc_976,sub_53406,Company_178,contact_178@ex.com,970.45,2024-12-08
acc_658,sub_52028,Company_200,contact_200@ex.com,1.0,2024-02-28
acc_1275,sub_50433,Company_220,contact_220@ex.com,1.0,2024-09-07
acc_375,sub_53832,Company_22,alt_22@example.com,1389.98,2023-02-21
acc_737,sub_51582,Company_34,alt_34@example.com,966.93,2023-08-21
acc_903,sub_52198,Company_83,contact_83@exa.com,248.05,2024-11-24
acc_1289,sub_51921,Company_140,contact_140@ex.com,239.54,2024-06-01
acc_132,sub_53572,Company_242,contact_242@ex.com,286.22,2023-11-21
acc_83,sub_52452,Company_317,contact_317@ex.com,1.0,2024-08-21
acc_1410,sub_53202,Company_381,contact_381@ex.com,528.0,2024-02-08
acc_1094,sub_53105,Company_130,contact_130@ex.com,436.99,2023-09-18
acc_1039,sub_53747,Company_283,contact_283@ex.com,1.0,2023-05-31
acc_507,sub_53879,Company_134,contact_134@ex.com,738.49,2024-10-04
acc_925,sub_50768,Company_29,alt_29@example.com,868.64,2023-03-20
acc_382,sub_53253,Company_158,contact_158@ex.com,167.6,2023-03-28
acc_97,sub_50352,Company_344,contact_344@ex.com,196.45,2024-04-13
acc_1052,sub_53956,Company_84,contact_84@exa.com,82.11,2024-12-14
acc_1410,sub_51419,Company_383,contact_383@ex.com,838.14,2024-09-20
acc_1372,sub_50204,Company_174,contact_174@ex.com,1.0,2023-03-17
acc_102,sub_51861,Company_3,alt_3@example.com,1297.17,2024-05-11
acc_1421,sub_51193,Company_36,alt_36@example.com,73.36,2024-10-06
acc_462,sub_53819,Company_208,contact_208@ex.com,905.43,2023-12-27
acc_1204,sub_50424,Company_345,contact_345@ex.com,1458.0,2024-09-24
acc_1423,sub_51031,Company_326,contact_326@ex.com,545.34,2024-09-04
acc_292,sub_50718,Company_92,contact_92@exa.com,1359.87,2024-02-02
acc_522,sub_53065,Company_182,contact_182@ex.com,389.66,2024-07-24
acc_373,sub_51861,Company_3,alt_3@example.com,262.05,2024-01-05
acc_593,sub_53510,Company_160,contact_160@ex.com,241.49,2023-04-26
acc_361,sub_51538,Company_208,contact_208@ex.com,577.79,2023-11-25
acc_534,sub_52806,Company_355,contact_355@ex.com,894.83,2024-10-23
acc_394,sub_51566,Company_16,contact_16@exa.com,1364.98,2023-01-02
acc_1106,sub_52835,Company_160,contact_160@ex.com,1.0,2023-07-27
acc_594,sub_53998,Company_129,contact_129@ex.com,455.75,2024-03-29
acc_38,sub_53593,Company_141,contact_141@ex.com,471.01,2024-06-15
acc_1042,sub_52044,Company_141,contact_141@ex.com,906.85,2023-12-05
acc_555,sub_50048,Company_64,contact_64@exa.com,707.64,2023-06-20
acc_767,sub_50042,Company_101,contact_101@ex.com,928.5,2024-01-22
acc_1040,sub_53137,Company_44,contact_44@exa.com,1032.84,2023-03-15
acc_642,sub_52507,Company_23,contact_23@exa.com,300.41,2024-11-29
acc_1018,sub_51835,Company_302,contact_302@ex.com,400.92,2024-12-19
acc_373,sub_53701,Company_36,contact_36@exa.com,607.95,2024-10-11
acc_429,sub_52694,Company_349,contact_349@ex.com,256.74,2024-09-04
acc_649,sub_53035,Company_186,contact_186@ex.com,632.89,2023-10-02
acc_927,sub_50757,Company_343,contact_343@ex.com,1383.5,2024-04-30
acc_350,sub_51306,Company_120,contact_120@ex.com,256.83,2024-01-03
acc_315,sub_52323,Company_361,contact_361@ex.com,45.95,2023-03-24
acc_818,sub_53628,Company_65,contact_65@exa.com,536.95,2023-03-27
acc_1239,sub_50580,Company_294,contact_294@ex.com,218.06,2024-10-31
acc_1173,sub_51510,Company_247,contact_247@ex.com,1.0,2023-06-11
acc_1214,sub_50618,Company_33,alt_33@example.com,443.04,2023-03-15
acc_841,sub_51321,Company_359,contact_359@ex.com,343.18,2023-06-05
acc_651,sub_52422,Company_210,contact_210@ex.com,487.39,2024-11-11
acc_1192,sub_52871,Company_337,contact_337@ex.com,615.29,2024-03-22
acc_949,sub_51000,Company_394,contact_394@ex.com,1009.2,2023-06-07
acc_608,sub_52960,Company_29,contact_29@exa.com,1002.84,2023-07-04
acc_884,sub_50175,Company_244,contact_244@ex.com,577.94,2023-12-10
acc_531,sub_52716,Company_87,contact_87@exa.com,942.78,2023-01-28
acc_1370,sub_52647,Company_343,contact_343@ex.com,835.81,2023-04-10
acc_420,sub_50796,Company_332,contact_332@ex.com,1091.3,2023-08-17
acc_1103,sub_52681,Company_104,contact_104@ex.com,1.0,2023-02-11
acc_559,sub_50178,Company_223,contact_223@ex.com,869.37,2023-08-18
acc_322,sub_52885,Company_124,contact_124@ex.com,115.06,2024-10-19
acc_363,sub_50342,Company_2,alt_2@example.com,1278.75,2023-04-07
acc_355,sub_53890,Company_12,alt_12@example.com,1177.52,2024-01-17
acc_607,sub_53068,Company_76,contact_76@exa.com,776.82,2023-04-26
acc_763,sub_52913,Company_347,contact_347@ex.com,816.72,2024-03-21
acc_855,sub_52225,Company_327,contact_327@ex.com,812.96,2024-02-16
acc_18,sub_51220,Company_298,contact_298@ex.com,173.89,2024-08-19
acc_1088,sub_50449,Company_131,contact_131@ex.com,503.54,2024-07-23
acc_120,sub_52200,Company_255,contact_255@ex.com,596.41,2023-11-09
acc_274,sub_53072,Company_18,alt_18@example.com,1259.01,2024-11-20
acc_88,sub_50003,Company_16,contact_16@exa.com,1196.03,2023-07-01
acc_1030,sub_52334,Company_320,contact_320@ex.com,1.0,2024-05-24
acc_1308,sub_51811,Company_115,contact_115@ex.com,796.14,2023-09-08
acc_643,sub_53407,Company_295,contact_295@ex.com,790.76,2024-02-02
acc_823,sub_52612,Company_341,contact_341@ex.com,437.02,2024-02-13
acc_637,sub_53067,Company_173,contact_173@ex.com,1167.1,2023-05-02
acc_892,sub_52440,Company_105,contact_105@ex.com,1.0,2023-08-11
acc_1349,sub_51213,Company_241,contact_241@ex.com,286.83,2024-09-17
acc_1465,sub_50577,Company_33,contact_33@exa.com,1396.64,2023-05-29
acc_154,sub_50733,Company_51,contact_51@exa.com,306.1,2023-01-18
acc_1414,sub_51251,Company_130,contact_130@ex.com,114.67,2023-10-19
acc_1253,sub_50668,Company_70,contact_70@exa.com,394.34,2023-08-11
acc_231,sub_53259,Company_390,contact_390@ex.com,436.48,2024-05-12
acc_1434,sub_53164,Company_95,contact_95@exa.com,1301.44,2023-04-03
acc_1260,sub_51929,Company_218,contact_218@ex.com,680.84,2024-02-21
acc_1249,sub_52408,Company_17,contact_17@exa.com,899.21,2024-09-19
acc_1179,sub_51137,Company_356,contact_356@ex.com,1.0,2023-04-09
acc_330,sub_52669,Company_211,contact_211@ex.com,780.26,2023-07-23
acc_1126,sub_50454,Company_289,contact_289@ex.com,49.46,2023-08-13
acc_885,sub_53584,Company_38,alt_38@example.com,644.93,2023-01-22
acc_1410,sub_53020,Company_167,contact_167@ex.com,1.0,2024-12-24
acc_128,sub_50008,Company_357,contact_357@ex.com,27.97,2023-07-21
acc_331,sub_53063,Company_39,alt_39@example.com,818.08,2023-07-18
acc_812,sub_52228,Company_148,contact_148@ex.com,299.06,2023-04-09
acc_659,sub_50015,Company_35,contact_35@exa.com,955.08,2023-12-01
acc_368,sub_53316,Company_216,contact_216@ex.com,419.83,2024-06-26
acc_482,sub_53682,Company_215,contact_215@ex.com,833.75,2023-01-02
acc_728,sub_53831,Company_60,contact_60@exa.com,838.66,2023-06-15
acc_856,sub_53788,Company_34,alt_34@example.com,1266.83,2024-09-22
acc_1352,sub_50700,Company_340,contact_340@ex.com,1.0,2024-09-18
acc_123,sub_50255,Company_135,contact_135@ex.com,687.63,2024-06-30
acc_886,sub_52856,Company_210,contact_210@ex.com,262.74,2024-04-13
acc_894,sub_53097,Company_180,contact_180@ex.com,1.0,2023-08-21
acc_1139,sub_50726,Company_152,contact_152@ex.com,1.0,2023-07-31
acc_1028,sub_53612,Company_50,contact_50@exa.com,921.93,2024-01-30
acc_418,sub_52757,Company_131,contact_131@ex.com,337.45,2024-05-10
acc_171,sub_51669,Company_224,contact_224@ex.com,768.37,2024-10-12
acc_1293,sub_50467,Company_88,contact_88@exa.com,1445.94,2024-02-17
acc_815,sub_50725,Company_114,contact_114@ex.com,693.22,2023-09-11
acc_1131,sub_51777,Company_332,contact_332@ex.com,470.96,2023-04-22
acc_153,sub_50003,Company_16,contact_16@exa.com,301.01,2024-11-10
acc_322,sub_52071,Company_368,contact_368@ex.com,317.67,2023-08-20
acc_1247,sub_52936,Company_218,contact_218@ex.com,245.48,2024-11-20
acc_383,sub_51430,Company_289,contact_289@ex.com,702.41,2024-09-06
acc_130,sub_52983,Company_383,contact_383@ex.com,801.97,2023-11-30
acc_1435,sub_52900,Company_49,contact_49@exa.com,49.28,2024-05-08
acc_790,sub_52019,Company_204,contact_204@ex.com,160.56,2023-02-14
acc_1289,sub_51730,Company_247,contact_247@ex.com,1.0,2024-08-18
acc_13,sub_50684,Company_131,contact_131@ex.com,959.51,2024-07-05
acc_206,sub_52140,Company_296,contact_296@ex.com,1.0,2023-09-30
acc_154,sub_51013,Company_292,contact_292@ex.com,939.33,2024-04-23
acc_911,sub_52485,Company_8,alt_8@example.com,1435.65,2023-04-30
acc_1031,sub_51886,Company_174,contact_174@ex.com,1.0,2023-12-27
acc_1216,sub_53972,Company_52,contact_52@exa.com,640.12,2024-06-30
acc_506,sub_52634,Company_73,contact_73@exa.com,820.71,2023-11-03
acc_1354,sub_51433,Company_378,contact_378@ex.com,756.27,2024-11-22
acc_1467,sub_50068,Company_38,contact_38@exa.com,1236.42,2023-06-04
acc_801,sub_52873,Company_80,contact_80@exa.com,577.77,2024-12-13
acc_818,sub_53904,Company_265,contact_265@ex.com,810.12,2023-06-24
acc_725,sub_52505,Company_153,contact_153@ex.com,870.62,2023-04-07
acc_663,sub_50566,Company_146,contact_146@ex.com,683.36,2023-11-12
acc_1039,sub_52526,Company_96,contact_96@exa.com,897.9,2023-06-16
acc_668,sub_51406,Company_368,contact_368@ex.com,350.8,2023-10-07
acc_892,sub_52749,Company_210,contact_210@ex.com,949.85,2023-01-10
acc_911,sub_53129,Company_79,contact_79@exa.com,1112.5,2023-05-20
acc_1245,sub_52372,Company_76,contact_76@exa.com,53.26,2023-10-02
acc_974,sub_52569,Company_362,contact_362@ex.com,231.22,2024-09-24
acc_867,sub_51687,Company_34,contact_34@exa.com,893.59,2023-11-08
acc_897,sub_50257,Company_115,contact_115@ex.com,869.66,2024-02-10
acc_45,sub_51984,Company_217,contact_217@ex.com,852.41,2024-07-20
acc_1220,sub_53202,Company_381,contact_381@ex.com,696.78,2024-12-03
acc_1020,sub_52784,Company_101,contact_101@ex.com,397.27,2023-12-27
acc_1266,sub_52808,Company_326,contact_326@ex.com,1278.9,2023-10-19
acc_1246,sub_50792,Company_129,contact_129@ex.com,1.0,2023-11-06
acc_842,sub_50460,Company_39,contact_39@exa.com,703.82,2023-10-23
acc_939,sub_53436,Company_200,contact_200@ex.com,788.1,2024-10-07
acc_423,sub_51406,Company_368,contact_368@ex.com,610.03,2024-08-18
acc_1093,sub_52197,Company_176,contact_176@ex.com,178.09,2024-01-25
acc_1197,sub_51199,Company_327,contact_327@ex.com,809.88,2023-09-29
acc_648,sub_51187,Company_109,contact_109@ex.com,34.62,2024-09-11
acc_1358,sub_50682,Company_139,contact_139@ex.com,967.21,2024-02-08
acc_21,sub_53587,Company_45,contact_45@exa.com,503.47,2023-06-25
acc_65,sub_50484,Company_3,alt_3@example.com,262.76,2023-05-23
acc_940,sub_53936,Company_29,alt_29@example.com,77.85,2024-02-14
acc_1133,sub_51187,Company_109,contact_109@ex.com,910.71,2023-03-04
acc_1115,sub_50074,Company_199,contact_199@ex.com,285.13,2024-07-01
acc_518,sub_53414,Company_234,contact_234@ex.com,550.68,2023-04-17
acc_454,sub_53154,Company_347,contact_347@ex.com,20.81,2024-07-06
acc_1138,sub_52347,Company_15,alt_15@example.com,301.13,2024-11-12
acc_85,sub_53295,Company_20,alt_20@example.com,508.22,2023-11-09
acc_1108,sub_52731,Company_41,contact_41@exa.com,835.58,2024-09-25
acc_971,sub_52437,Company_104,contact_104@ex.com,407.63,2023-04-19
acc_712,sub_52266,Company_64,contact_64@exa.com,635.67,2023-08-31
acc_306,sub_50059,Company_370,contact_370@ex.com,1.0,2024-04-02
acc_759,sub_53228,Company_205,contact_205@ex.com,1.0,2023-02-18
acc_436,sub_50002,Company_346,contact_346@ex.com,87.97,2023-12-20
acc_800,sub_52949,Company_246,contact_246@ex.com,1.0,2024-02-17
acc_1213,sub_50417,Company_73,contact_73@exa.com,1335.13,2024-09-02
acc_1322,sub_51457,Company_184,contact_184@ex.com,320.89,2024-01-02
acc_600,sub_51586,Company_83,contact_83@exa.com,163.7,2023-09-25
acc_1158,sub_53142,Company_374,contact_374@ex.com,303.54,2024-03-24
acc_1362,sub_52217,Company_6,contact_6@exam.com,1270.11,2023-10-29
acc_920,sub_51769,Company_373,contact_373@ex.com,862.83,2024-05-29
acc_243,sub_52677,Company_137,contact_137@ex.com,805.61,2023-06-15
acc_1317,sub_51697,Company_31,contact_31@exa.com,1209.4,2023-02-01
acc_1293,sub_50462,Company_283,contact_283@ex.com,1.0,2024-03-13
acc_1409,sub_51525,Company_5,contact_5@exam.com,201.86,2023-08-25
acc_606,sub_51111,Company_214,contact_214@ex.com,468.46,2023-09-16
acc_1232,sub_50538,Company_129,contact_129@ex.com,901.05,2023-02-14
acc_992,sub_51611,Company_43,contact_43@exa.com,425.9,2023-12-18
acc_865,sub_53910,Company_5,alt_5@example.com,846.77,2024-02-15
acc_767,sub_53352,Company_349,contact_349@ex.com,263.96,2023-02-09
acc_291,sub_51547,Company_195,contact_195@ex.com,1.0,2023-05-10
acc_663,sub_50478,Company_5,alt_5@example.com,1367.04,2024-09-17
acc_894,sub_52446,Company_165,contact_165@ex.com,1.0,2023-05-21
acc_872,sub_51291,Company_133,contact_133@ex.com,1.0,2023-07-08
acc_371,sub_53845,Company_265,contact_265@ex.com,204.83,2023-01-09
acc_484,sub_51358,Company_114,contact_114@ex.com,338.87,2024-10-12
acc_1352,sub_52652,Company_316,contact_316@ex.com,456.44,2023-01-31
acc_1022,sub_51059,Company_221,contact_221@ex.com,474.81,2024-02-03
acc_1109,sub_51243,Company_172,contact_172@ex.com,447.09,2023-11-30
acc_1224,sub_51525,Company_5,contact_5@exam.com,349.8,2024-03-23
acc_350,sub_51336,Company_214,contact_214@ex.com,162.66,2023-08-26
acc_462,sub_52188,Company_67,contact_67@exa.com,482.56,2024-05-15
acc_168,sub_53401,Company_1,contact_1@exam.com,1454.78,2023-10-22
acc_1493,sub_51364,Company_399,contact_399@ex.com,534.59,2023-04-15
acc_1437,sub_50680,Company_278,contact_278@ex.com,1.0,2024-09-02
acc_7,sub_50230,Company_389,contact_389@ex.com,1.0,2024-02-08
acc_1349,sub_50523,Company_259,contact_259@ex.com,293.56,2023-04-04
acc_140,sub_53811,Company_393,contact_393@ex.com,1.0,2024-04-28
acc_1311,sub_50970,Company_179,contact_179@ex.com,231.92,2024-04-19
acc_322,sub_52026,Company_221,contact_221@ex.com,649.89,2023-10-05
acc_1316,sub_52195,Company_133,contact_133@ex.com,827.46,2023-09-10
acc_658,sub_52765,Company_336,contact_336@ex.com,840.13,2023-06-25
acc_1197,sub_50741,Company_140,contact_140@ex.com,1.0,2023-06-24
acc_710,sub_52790,Company_156,contact_156@ex.com,227.12,2023-11-17
acc_832,sub_50415,Company_359,contact_359@ex.com,191.17,2024-05-29
acc_1002,sub_51342,Company_365,contact_365@ex.com,565.0,2023-03-28
acc_137,sub_51837,Company_364,contact_364@ex.com,101.01,2023-02-23
acc_1305,sub_52167,Company_377,contact_377@ex.com,89.8,2023-11-12
acc_190,sub_52454,Company_286,contact_286@ex.com,402.32,2024-04-10
acc_552,sub_51258,Company_339,contact_339@ex.com,717.99,2024-01-10
acc_440,sub_52615,Company_21,alt_21@example.com,547.8,2023-05-25
acc_898,sub_51218,Company_150,contact_150@ex.com,1.0,2023-10-30
acc_945,sub_50459,Company_19,contact_19@exa.com,196.24,2024-08-17
acc_1439,sub_51229,Company_231,contact_231@ex.com,1.0,2024-08-07
acc_409,sub_51881,Company_179,contact_179@ex.com,404.74,2024-09-09
acc_76,sub_50832,Company_398,contact_398@ex.com,513.39,2024-05-15
acc_1095,sub_52091,Company_6,alt_6@example.com,64.82,2023-07-19
acc_1086,sub_50511,Company_229,contact_229@ex.com,342.3,2023-03-27
acc_141,sub_53579,Company_129,contact_129@ex.com,1038.8,2023-09-03
