invoice_id,subscription_id,invoiced_amount,invoice_date
inv_91512,sub_52126,67.41,2023-05-20
inv_91513,sub_51350,713.85,2024-08-07
inv_91514,sub_51812,547.55,2024-10-09
inv_91515,sub_50298,300.83,2023-11-28
inv_91516,sub_53054,432.27,2023-07-12
inv_91517,sub_51733,758.05,2024-03-08
inv_91518,sub_53912,243.72,2023-08-11
inv_91520,sub_51774,238.37,2023-10-19
inv_91521,sub_53363,1066.88,2023-10-10
inv_91522,sub_53829,414.52,2024-10-04
inv_91523,sub_53893,291.15,2024-05-25
inv_91524,sub_50553,480.82,2023-11-27
inv_91525,sub_52731,739.87,2024-09-05
inv_91526,sub_52405,884.7,2024-05-26
inv_91527,sub_51280,119.65,2024-10-01
inv_91528,sub_51168,802.19,2023-09-13
inv_91529,sub_52762,319.37,2023-08-16
inv_91530,sub_51628,1133.3,2023-08-03
inv_91531,sub_52527,857.82,2024-03-17
inv_91532,sub_50123,1474.45,2023-11-16
inv_91533,sub_53857,422.08,2023-04-27
inv_91534,sub_51492,1430.78,2024-08-14
inv_91535,sub_52349,1036.26,2024-05-22
inv_91536,sub_52696,1243.93,2024-08-12
inv_91537,sub_51059,1392.02,2023-10-07
inv_91538,sub_51344,941.64,2024-12-14
inv_91539,sub_52527,601.1,2023-09-27
inv_91540,sub_50158,1317.61,2024-04-10
inv_91541,sub_51858,1230.41,2023-03-28
inv_91542,sub_53761,772.22,2023-04-16
inv_91543,sub_53397,1346.67,2024-01-25
inv_91544,sub_51032,1237.27,2023-11-30
inv_91545,sub_53479,1341.14,2024-01-06
inv_91546,sub_50553,1469.69,2023-08-15
inv_91547,sub_53451,277.97,2024-04-18
inv_91548,sub_51661,888.75,2024-05-12
inv_91549,sub_50780,1049.73,2023-03-02
inv_91551,sub_50488,774.93,2023-10-13
inv_91552,sub_51381,1226.44,2024-11-26
inv_91553,sub_50906,211.52,2024-03-21
inv_91554,sub_50377,1243.87,2024-09-24
inv_91555,sub_50313,713.67,2023-09-21
inv_91556,sub_52345,856.04,2024-10-16
inv_91557,sub_52902,922.67,2023-12-20
inv_91558,sub_52632,261.1,2024-04-02
inv_91559,sub_52905,1426.63,2023-04-13
inv_91560,sub_52118,1205.69,2023-12-29
inv_91561,sub_51286,1183.34,2024-05-18
inv_91562,sub_50208,102.33,2024-03-01
inv_91563,sub_53794,1474.06,2024-07-26
inv_91564,sub_52167,737.3,2023-08-31
inv_91565,sub_53287,1083.52,2024-10-02
inv_91566,sub_50575,1219.9,2024-03-03
inv_91567,sub_52674,211.25,2023-12-20
inv_91568,sub_53016,624.57,2023-09-10
inv_91569,sub_50952,1381.33,2023-09-23
inv_91570,sub_50196,1161.91,2024-04-08
inv_91571,sub_51671,237.01,2024-07-10
inv_91572,sub_53563,258.27,2023-03-29
inv_91573,sub_53793,997.17,2024-07-25
inv_91574,sub_52251,280.87,2024-02-25
inv_91575,sub_51002,201.67,2024-08-04
inv_91576,sub_51662,1135.47,2024-04-11
inv_91577,sub_53718,275.17,2023-11-03
inv_91578,sub_50190,671.18,2023-09-16
inv_91579,sub_52207,1400.07,2024-06-26
inv_91580,sub_52959,1136.52,2023-03-17
inv_91582,sub_53538,771.4,2023-01-11
inv_91583,sub_51142,339.55,2024-06-15
inv_91584,sub_50375,219.81,2024-04-17
inv_91585,sub_51987,342.53,2024-04-11
inv_91586,sub_53095,706.47,2024-11-26
inv_91587,sub_53590,1231.91,2023-06-22
inv_91588,sub_52776,732.49,2024-09-10
inv_91589,sub_53999,968.9,2023-09-29
inv_91590,sub_50775,727.72,2024-11-28
inv_91591,sub_52287,716.22,2023-10-04
inv_91592,sub_50567,702.62,2024-05-28
inv_91593,sub_53200,139.69,2023-01-26
inv_91594,sub_52840,585.83,2023-02-28
inv_91595,sub_52965,510.66,2023-01-09
inv_91596,sub_53391,1086.8,2024-08-08
inv_91597,sub_52614,567.23,2023-04-21
inv_91598,sub_51751,1329.47,2024-03-27
inv_91599,sub_50194,573.23,2024-10-10
inv_91600,sub_51079,833.85,2024-07-22
inv_91601,sub_53528,1363.49,2023-12-13
inv_91602,sub_50782,1058.6,2023-02-06
inv_91603,sub_51978,974.75,2024-10-02
inv_91604,sub_53845,340.11,2024-07-04
inv_91605,sub_52603,458.4,2024-01-21
inv_91606,sub_53376,823.63,2024-11-21
inv_91607,sub_52350,368.07,2023-05-22
inv_91608,sub_53451,1490.16,2023-03-08
inv_91609,sub_52610,1364.88,2023-03-31
inv_91610,sub_53428,1487.49,2023-02-06
inv_91611,sub_52247,296.44,2024-07-12
inv_91613,sub_50878,320.28,2024-08-05
inv_91614,sub_52860,730.39,2024-01-03
inv_91615,sub_52613,955.34,2023-09-11
inv_91616,sub_50864,588.31,2024-07-09
inv_91617,sub_50948,548.57,2024-07-18
inv_91618,sub_53481,437.43,2023-10-08
inv_91619,sub_52380,67.86,2024-07-11
inv_91620,sub_51679,742.4,2024-06-21
inv_91621,sub_50386,330.04,2024-11-22
inv_91622,sub_53287,1339.91,2023-08-26
inv_91623,sub_52827,1041.44,2024-12-22
inv_91624,sub_52980,166.67,2024-02-22
inv_91625,sub_53314,1076.61,2024-12-29
inv_91626,sub_51627,1013.84,2024-04-07
inv_91627,sub_51291,1006.32,2023-09-13
inv_91628,sub_53637,380.46,2024-01-22
inv_91629,sub_51553,384.42,2024-06-12
inv_91630,sub_52748,1351.24,2023-06-20
inv_91631,sub_53707,775.07,2023-07-05
inv_91632,sub_51829,33.04,2024-02-13
inv_91633,sub_53817,1024.31,2024-10-08
inv_91634,sub_52377,1360.55,2024-05-26
inv_91635,sub_51867,738.87,2023-02-03
inv_91636,sub_52181,1224.66,2023-07-04
inv_91637,sub_52371,1182.15,2023-11-17
inv_91638,sub_53718,109.43,2024-03-24
inv_91639,sub_50159,961.8,2023-08-06
inv_91640,sub_51771,817.96,2024-11-19
inv_91641,sub_50218,1085.79,2023-09-23
inv_91642,sub_53562,645.68,2023-08-25
inv_91644,sub_53046,48.23,2023-12-19
inv_91645,sub_53333,462.81,2023-03-14
inv_91646,sub_50535,127.65,2024-08-23
inv_91647,sub_53467,1290.63,2023-04-04
inv_91648,sub_53005,280.07,2023-07-06
inv_91649,sub_52197,1496.61,2024-10-12
inv_91650,sub_51698,1021.62,2023-07-13
inv_91651,sub_50425,1002.14,2023-09-24
inv_91652,sub_52989,198.6,2024-10-17
inv_91653,sub_52682,873.84,2023-09-20
inv_91654,sub_53336,869.7,2023-06-02
inv_91655,sub_52640,634.66,2024-11-20
inv_91656,sub_51306,1025.27,2023-05-01
inv_91657,sub_52177,510.08,2024-05-31
inv_91658,sub_50227,1263.94,2023-01-07
inv_91659,sub_50741,981.12,2023-04-05
inv_91660,sub_51327,953.68,2024-10-23
inv_91661,sub_50681,170.23,2024-12-19
inv_91662,sub_53039,973.45,2023-01-14
inv_91663,sub_52332,1405.48,2023-03-13
inv_91664,sub_50639,479.5,2024-09-18
inv_91665,sub_50632,111.4,2023-04-25
inv_91666,sub_52250,1086.13,2023-11-01
inv_91667,sub_53044,362.49,2024-08-31
inv_91668,sub_51943,1180.2,2023-01-13
inv_91669,sub_53162,938.2,2023-02-25
inv_91670,sub_51678,492.67,2023-05-30
inv_91671,sub_51977,1324.07,2024-06-16
inv_91672,sub_50195,173.04,2024-12-15
inv_91673,sub_51385,837.93,2024-01-06
inv_91675,sub_51026,1254.18,2023-10-23
inv_91676,sub_53044,30.21,2024-01-04
inv_91677,sub_50926,659.54,2024-02-14
inv_91678,sub_51340,644.64,2023-04-13
inv_91679,sub_53082,494.92,2024-10-02
inv_91680,sub_50034,1249.08,2024-06-17
inv_91681,sub_53975,1170.63,2024-12-01
inv_91682,sub_50645,162.76,2024-12-21
inv_91683,sub_51935,289.24,2024-08-02
inv_91684,sub_51788,212.58,2023-06-02
inv_91685,sub_52368,294.97,2024-11-24
inv_91686,sub_51159,1125.6,2024-02-27
inv_91687,sub_51968,178.56,2023-11-05
inv_91688,sub_51114,637.04,2024-11-04
inv_91689,sub_51802,300.64,2024-04-08
inv_91690,sub_51219,379.93,2024-11-05
inv_91691,sub_51818,603.66,2024-11-18
inv_91692,sub_52581,998.47,2024-01-29
inv_91693,sub_51827,1275.4,2023-09-16
inv_91694,sub_52582,27.84,2023-01-14
inv_91695,sub_50407,959.37,2025-01-01
inv_91696,sub_51228,707.04,2024-11-15
inv_91697,sub_53573,978.13,2024-01-30
inv_91698,sub_52399,905.39,2024-01-10
inv_91699,sub_50782,529.72,2024-01-20
inv_91700,sub_50096,676.75,2023-03-31
inv_91701,sub_50597,425.05,2023-02-24
inv_91702,sub_52252,1487.7,2024-11-18
inv_91703,sub_51944,586.27,2024-12-18
inv_91704,sub_50633,1320.15,2024-11-22
inv_91706,sub_52810,460.81,2024-04-09
inv_91707,sub_50511,808.16,2023-07-12
inv_91708,sub_53977,963.16,2024-06-12
inv_91709,sub_52162,1239.88,2024-10-05
inv_91710,sub_53441,450.54,2023-09-03
inv_91711,sub_51868,172.81,2023-10-21
inv_91712,sub_52936,1330.65,2024-10-20
inv_91713,sub_52142,296.87,2023-03-03
inv_91714,sub_52423,615.11,2023-02-06
inv_91715,sub_53585,1420.47,2024-04-10
inv_91716,sub_51291,101.37,2024-12-09
inv_91717,sub_53173,875.35,2023-12-11
inv_91718,sub_53184,1307.53,2023-05-29
inv_91719,sub_50659,1223.44,2024-04-11
inv_91720,sub_52074,33.21,2024-02-24
inv_91721,sub_52022,676.96,2023-11-08
inv_91722,sub_53485,761.31,2024-06-07
inv_91723,sub_52368,1469.79,2023-01-12
inv_91724,sub_52895,946.97,2024-02-13
inv_91725,sub_50830,1040.74,2024-03-17
inv_91726,sub_52057,1432.84,2023-10-06
inv_91727,sub_50513,1307.71,2024-03-10
inv_91728,sub_53601,1367.73,2023-09-05
inv_91729,sub_53797,333.53,2023-03-25
inv_91730,sub_52240,1287.44,2023-04-07
inv_91731,sub_53992,372.33,2023-12-15
inv_91732,sub_53672,902.05,2024-03-21
inv_91733,sub_51490,696.78,2024-04-21
inv_91734,sub_50592,833.99,2024-07-19
inv_91735,sub_50460,992.66,2024-05-31
inv_91737,sub_50468,1091.18,2024-04-20
inv_91738,sub_51556,293.66,2024-11-21
inv_91739,sub_50971,773.81,2023-06-11
inv_91740,sub_51609,1223.97,2024-05-15
inv_91741,sub_50237,1179.16,2024-08-31
inv_91742,sub_51185,622.64,2024-07-24
inv_91743,sub_51744,704.11,2024-05-10
inv_91744,sub_50359,1320.44,2024-02-21
inv_91745,sub_53608,1152.84,2023-03-16
inv_91746,sub_52125,203.07,2024-03-06
inv_91747,sub_50212,398.26,2024-11-08
inv_91748,sub_52757,872.54,2023-03-31
inv_91749,sub_50619,887.31,2023-08-16
inv_91750,sub_51758,1345.02,2023-05-29
inv_91751,sub_50602,787.67,2024-11-08
inv_91752,sub_50685,917.99,2024-09-07
inv_91753,sub_53301,775.73,2023-03-16
inv_91754,sub_50870,1148.36,2024-05-12
inv_91755,sub_50618,1126.33,2023-02-13
inv_91756,sub_53845,855.89,2024-05-16
inv_91757,sub_53720,381.81,2024-03-08
inv_91758,sub_51586,734.57,2023-03-11
inv_91759,sub_52554,658.02,2023-08-03
inv_91760,sub_51817,1229.08,2024-04-13
inv_91761,sub_50103,378.64,2024-10-01
inv_91762,sub_53552,1087.7,2023-06-27
inv_91763,sub_51970,466.51,2024-09-01
inv_91764,sub_50351,459.43,2024-07-11
inv_91765,sub_50970,933.12,2024-03-29
inv_91766,sub_52761,492.49,2023-01-01
inv_91768,sub_52254,1387.75,2023-07-16
inv_91769,sub_50870,1242.41,2023-02-07
inv_91770,sub_53706,172.27,2024-03-15
inv_91771,sub_53422,1254.04,2023-04-25
inv_91772,sub_51435,132.09,2024-10-13
inv_91773,sub_52211,1021.46,2024-06-12
inv_91774,sub_52279,1341.67,2023-07-08
inv_91775,sub_53593,742.3,2023-09-04
inv_91776,sub_50652,1117.15,2023-06-23
inv_91777,sub_51215,1088.6,2024-09-18
inv_91778,sub_50263,370.27,2023-02-09
inv_91779,sub_51252,1333.73,2024-04-04
inv_91780,sub_51096,529.59,2024-04-04
inv_91781,sub_52641,604.71,2023-09-11
inv_91782,sub_52333,1292.07,2023-01-19
inv_91783,sub_52195,145.98,2023-05-14
inv_91784,sub_52034,510.69,2024-06-03
inv_91785,sub_53220,1272.39,2024-12-26
inv_91786,sub_52133,1375.3,2024-05-15
inv_91787,sub_51805,565.96,2023-11-07
inv_91788,sub_53701,1247.65,2024-09-10
inv_91789,sub_50761,1277.38,2024-04-20
inv_91790,sub_52745,1328.56,2023-02-23
inv_91791,sub_50340,1447.35,2023-06-04
inv_91792,sub_51044,986.56,2024-04-19
inv_91793,sub_51454,926.16,2024-05-10
inv_91794,sub_53419,931.62,2024-01-28
inv_91795,sub_50841,384.15,2023-05-03
inv_91796,sub_53804,1420.89,2023-03-15
inv_91797,sub_52460,317.25,2023-05-02
inv_91799,sub_51866,1366.02,2024-03-02
inv_91800,sub_51283,98.24,2023-04-23
inv_91801,sub_51915,93.28,2024-11-27
inv_91802,sub_51799,605.24,2023-08-11
inv_91803,sub_51340,261.34,2023-06-06
inv_91804,sub_52257,1452.74,2024-03-14
inv_91805,sub_52376,1329.4,2023-12-04
inv_91806,sub_50984,1208.48,2024-12-27
inv_91807,sub_52227,403.17,2023-12-18
inv_91808,sub_51218,260.12,2024-10-10
inv_91809,sub_53323,975.06,2023-05-17
inv_91810,sub_51140,422.77,2024-03-24
inv_91811,sub_51416,1144.41,2024-09-26
inv_91812,sub_53425,949.29,2024-04-03
inv_91813,sub_52580,978.58,2024-12-06
inv_91814,sub_53044,216.73,2023-02-04
inv_91815,sub_50367,437.88,2024-06-14
inv_91816,sub_50606,1494.03,2024-09-18
inv_91817,sub_50687,314.33,2024-05-09
inv_91818,sub_52500,1487.32,2023-07-04
inv_91819,sub_51503,1022.35,2024-11-21
inv_91820,sub_52459,584.09,2024-02-25
inv_91821,sub_53978,1006.8,2023-01-09
inv_91822,sub_51554,637.86,2023-05-04
inv_91823,sub_53503,1388.03,2024-02-16
inv_91824,sub_51414,518.39,2024-02-13
inv_91825,sub_51449,160.07,2023-12-21
inv_91826,sub_53995,1372.67,2023-09-01
inv_91827,sub_51326,559.01,2024-07-19
inv_91828,sub_50421,1206.25,2024-07-10
inv_91830,sub_52758,1130.51,2024-03-01
inv_91831,sub_51637,988.46,2023-12-31
inv_91832,sub_51734,1276.19,2024-05-10
inv_91833,sub_51966,994.48,2023-07-10
inv_91834,sub_52619,175.33,2024-03-22
inv_91835,sub_50072,79.42,2023-10-07
inv_91836,sub_53003,1086.21,2023-08-07
inv_91837,sub_52211,70.92,2023-01-25
inv_91838,sub_53704,1105.31,2023-09-09
inv_91839,sub_52951,921.18,2023-08-28
inv_91840,sub_52023,803.83,2023-09-07
inv_91841,sub_51728,885.88,2023-04-27
inv_91842,sub_50054,912.89,2024-09-27
inv_91843,sub_52971,1339.13,2024-11-09
inv_91844,sub_52159,690.3,2023-03-08
inv_91845,sub_52361,167.32,2024-01-28
inv_91846,sub_50810,1011.35,2024-12-05
inv_91847,sub_52704,1144.46,2023-04-23
inv_91848,sub_51769,509.1,2024-03-05
inv_91849,sub_52226,82.14,2023-10-04
inv_91850,sub_53380,732.58,2023-04-15
inv_91851,sub_51337,314.65,2024-04-28
inv_91852,sub_53644,1005.6,2023-01-21
inv_91853,sub_52510,327.44,2024-06-04
inv_91854,sub_51843,1317.05,2024-05-11
inv_91855,sub_53711,106.79,2023-07-10
inv_91856,sub_50040,97.87,2023-12-26
inv_91857,sub_53844,504.85,2024-11-07
inv_91858,sub_51494,41.02,2023-04-22
inv_91859,sub_53070,824.48,2024-06-25
inv_91861,sub_52672,500.76,2023-07-11
inv_91862,sub_52414,916.47,2023-09-27
inv_91863,sub_50591,352.83,2023-12-30
inv_91864,sub_51417,1002.5,2023-07-26
inv_91865,sub_52647,311.31,2024-09-15
inv_91866,sub_50700,1035.71,2023-08-04
inv_91867,sub_50713,974.53,2023-03-27
inv_91868,sub_53779,276.13,2023-11-06
inv_91869,sub_50815,1197.1,2023-05-25
inv_91870,sub_51355,782.73,2024-10-13
inv_91871,sub_53740,320.18,2024-12-09
inv_91872,sub_50067,342.7,2024-10-06
inv_91873,sub_50299,373.55,2023-05-24
inv_91874,sub_52012,1342.66,2024-08-16
inv_91875,sub_50060,1338.44,2024-10-26
inv_91876,sub_52759,1053.32,2024-11-01
inv_91877,sub_51079,461.19,2024-11-01
inv_91878,sub_53558,360.35,2024-09-11
inv_91879,sub_52592,1087.05,2023-04-15
inv_91880,sub_50495,1261.25,2024-03-31
inv_91881,sub_53724,967.51,2024-07-23
inv_91882,sub_50054,1214.69,2024-07-25
inv_91883,sub_51998,640.43,2024-01-25
inv_91884,sub_51968,800.94,2023-12-14
inv_91885,sub_50844,1481.02,2023-07-22
inv_91886,sub_51188,964.14,2023-07-15
inv_91887,sub_52986,378.76,2024-11-25
inv_91888,sub_53179,700.77,2023-11-01
inv_91889,sub_50897,694.27,2023-03-13
inv_91890,sub_52780,128.85,2024-11-30
inv_91892,sub_53553,143.59,2024-02-06
inv_91893,sub_50870,731.59,2023-12-01
inv_91894,sub_50098,643.94,2023-11-17
inv_91895,sub_50246,346.62,2024-01-19
inv_91896,sub_50399,1349.55,2023-04-26
inv_91897,sub_51618,369.74,2024-11-07
inv_91898,sub_53163,728.3,2023-10-22
inv_91899,sub_53552,543.74,2024-04-06
inv_91900,sub_52560,1433.4,2024-02-27
inv_91901,sub_53327,1307.52,2023-12-26
inv_91902,sub_53636,1269.35,2023-01-14
inv_91903,sub_51003,415.74,2024-10-27
inv_91904,sub_50514,1214.29,2023-01-04
inv_91905,sub_50691,671.93,2023-08-30
inv_91906,sub_50764,1388.66,2024-02-16
inv_91907,sub_53641,933.11,2023-05-14
inv_91908,sub_53862,1315.6,2023-05-19
inv_91909,sub_52607,785.99,2023-01-27
inv_91910,sub_50532,292.96,2023-11-06
inv_91911,sub_53051,40.85,2024-08-24
inv_91912,sub_52932,744.06,2023-03-25
inv_91913,sub_53468,1345.2,2023-01-04
inv_91914,sub_53190,295.9,2023-08-31
inv_91915,sub_52479,952.97,2024-12-20
inv_91916,sub_51083,1476.06,2024-08-11
inv_91917,sub_53188,1189.99,2024-02-27
inv_91918,sub_51441,638.63,2024-07-24
inv_91919,sub_52327,1380.11,2024-10-08
inv_91920,sub_51555,426.45,2023-12-30
inv_91921,sub_52483,1459.17,2024-06-20
inv_91923,sub_50262,332.11,2023-02-08
inv_91924,sub_50910,258.19,2024-08-30
inv_91925,sub_50594,1181.39,2023-10-26
inv_91926,sub_51221,277.09,2023-06-20
inv_91927,sub_50439,333.79,2023-10-27
inv_91928,sub_53016,321.76,2023-05-11
inv_91929,sub_50382,1160.5,2023-08-24
inv_91930,sub_53134,75.2,2023-03-04
inv_91931,sub_52648,94.46,2023-06-19
inv_91932,sub_52544,509.66,2023-01-02
inv_91933,sub_50777,62.75,2023-05-13
inv_91934,sub_52442,314.16,2023-01-02
inv_91935,sub_52381,520.45,2024-05-30
inv_91936,sub_52008,970.65,2023-01-28
inv_91937,sub_50695,55.39,2024-04-08
inv_91938,sub_51456,246.73,2023-01-21
inv_91939,sub_53434,1048.48,2023-11-30
inv_91940,sub_51463,601.4,2023-08-05
inv_91941,sub_50343,776.93,2024-03-18
inv_91942,sub_50028,664.02,2023-06-15
inv_91943,sub_50912,1227.72,2023-04-30
inv_91944,sub_51088,377.85,2024-05-06
inv_91945,sub_51152,466.47,2024-05-20
inv_91946,sub_53487,383.47,2023-12-25
inv_91947,sub_50933,1463.06,2024-09-22
inv_91948,sub_51719,215.49,2024-05-14
inv_91949,sub_51694,369.63,2023-02-05
inv_91950,sub_53013,888.31,2024-05-16
inv_91951,sub_51564,1151.36,2024-10-11
inv_91952,sub_50763,501.45,2024-04-13
inv_91954,sub_53702,590.9,2023-09-22
inv_91955,sub_52250,831.52,2023-08-26
inv_91956,sub_53885,875.65,2023-10-08
inv_91957,sub_50599,1312.05,2023-08-25
inv_91958,sub_53981,758.42,2024-02-07
inv_91959,sub_52522,1419.23,2023-03-06
inv_91960,sub_53257,477.79,2023-03-13
inv_91961,sub_53424,459.99,2023-04-15
inv_91962,sub_50960,892.17,2024-07-28
inv_91963,sub_51931,1054.32,2023-11-13
inv_91964,sub_50662,1451.5,2024-01-12
inv_91965,sub_50986,1071.27,2023-07-26
inv_91966,sub_52951,1381.53,2023-04-16
inv_91967,sub_52107,1392.51,2023-09-19
inv_91968,sub_53636,1442.42,2023-07-11
inv_91969,sub_52194,1331.6,2023-01-13
inv_91970,sub_53244,814.56,2024-10-04
inv_91971,sub_52183,1149.56,2024-06-02
inv_91972,sub_51502,629.15,2023-08-16
inv_91973,sub_52055,31.99,2024-11-05
inv_91974,sub_52232,1171.32,2023-06-02
inv_91975,sub_50282,244.92,2023-02-22
inv_91976,sub_50200,1240.3,2024-10-19
inv_91977,sub_50371,618.11,2024-07-21
inv_91978,sub_53643,1276.0,2024-01-04
inv_91979,sub_52904,157.58,2024-01-12
inv_91980,sub_51441,859.79,2024-02-20
inv_91981,sub_51071,819.77,2024-05-03
inv_91982,sub_53389,66.72,2023-05-19
inv_91983,sub_53814,199.18,2024-04-19
inv_91985,sub_52980,80.49,2024-11-13
inv_91986,sub_52244,1176.85,2024-07-17
inv_91987,sub_52242,784.81,2023-06-18
inv_91988,sub_53234,362.96,2024-01-07
inv_91989,sub_52530,412.3,2023-05-19
inv_91990,sub_53005,1205.06,2024-02-26
inv_91991,sub_52356,820.17,2023-02-16
inv_91992,sub_53708,649.84,2023-03-13
inv_91993,sub_50931,526.91,2024-02-03
inv_91994,sub_50835,1033.42,2024-01-29
inv_91995,sub_53524,236.56,2023-10-04
inv_91996,sub_52805,444.98,2023-07-08
inv_91997,sub_53917,654.65,2024-01-08
inv_91998,sub_51685,200.04,2024-11-12
inv_91999,sub_52011,992.07,2023-05-12
inv_92000,sub_53359,1220.46,2023-08-23
inv_92001,sub_51384,995.7,2023-03-28
inv_92002,sub_53997,730.06,2024-04-17
inv_92003,sub_51149,1427.63,2024-07-16
inv_92004,sub_51214,693.94,2024-09-01
inv_92005,sub_52793,294.79,2023-02-13
inv_92006,sub_53640,542.88,2024-09-05
inv_92007,sub_51087,1387.86,2023-10-12
inv_92008,sub_51547,165.97,2023-08-18
inv_92009,sub_51291,355.28,2023-02-27
inv_92010,sub_51716,1065.43,2023-10-21
inv_92011,sub_53867,450.19,2024-11-28
inv_92012,sub_50011,644.91,2024-12-13
inv_92013,sub_52004,474.84,2024-09-15
inv_92014,sub_53032,113.88,2023-06-10
inv_92016,sub_52077,693.71,2024-10-15
inv_92017,sub_50223,54.6,2024-04-03
inv_92018,sub_53099,116.12,2023-01-27
inv_92019,sub_51756,1414.9,2024-06-04
inv_92020,sub_50217,1338.45,2023-05-29
inv_92021,sub_53180,307.63,2024-01-01
inv_92022,sub_52757,1136.19,2024-02-11
inv_92023,sub_52306,939.58,2024-10-04
inv_92024,sub_53698,774.65,2023-01-17
inv_92025,sub_50253,1164.81,2024-07-02
inv_92026,sub_53829,1268.84,2023-04-12
inv_92027,sub_51165,797.14,2024-07-08
inv_92028,sub_52603,914.06,2024-02-01
inv_92029,sub_52812,1409.36,2023-12-03
inv_92030,sub_51073,129.08,2023-03-11
inv_92031,sub_50738,430.41,2023-06-28
inv_92032,sub_53948,233.8,2024-02-26
inv_92033,sub_53904,107.51,2024-09-27
inv_92034,sub_50337,389.5,2024-07-23
inv_92035,sub_50742,1180.55,2023-05-03
inv_92036,sub_51941,1073.62,2024-10-01
inv_92037,sub_51281,1238.32,2024-12-05
inv_92038,sub_50317,846.43,2024-03-16
inv_92039,sub_51816,785.36,2023-05-27
inv_92040,sub_50867,1201.71,2024-11-06
inv_92041,sub_52377,621.72,2023-11-27
inv_92042,sub_51761,1084.74,2024-02-26
inv_92043,sub_52900,568.88,2023-10-25
inv_92044,sub_52805,1335.91,2024-02-11
inv_92045,sub_50918,685.84,2024-04-28
inv_92047,sub_51431,514.47,2024-03-31
inv_92048,sub_53791,182.6,2023-03-24
inv_92049,sub_53154,792.12,2024-05-07
inv_92050,sub_52847,213.79,2024-06-15
inv_92051,sub_53677,188.36,2024-03-30
inv_92052,sub_50074,1393.38,2023-07-23
inv_92053,sub_50891,727.89,2024-07-04
inv_92054,sub_53434,694.58,2024-03-31
inv_92055,sub_50625,1068.65,2024-03-29
inv_92056,sub_52954,333.31,2024-01-30
inv_92057,sub_53058,787.97,2023-08-28
inv_92058,sub_51707,117.13,2024-11-04
inv_92059,sub_52998,930.92,2024-02-13
inv_92060,sub_51263,90.13,2024-12-09
inv_92061,sub_51604,217.42,2024-12-16
inv_92062,sub_53994,952.32,2023-06-30
inv_92063,sub_53880,1015.12,2023-06-08
inv_92064,sub_53888,1244.17,2023-01-30
inv_92065,sub_51972,475.03,2024-08-24
inv_92066,sub_53638,496.43,2024-09-23
inv_92067,sub_51673,288.79,2023-10-13
inv_92068,sub_50364,968.37,2023-05-27
inv_92069,sub_51145,528.46,2023-04-22
inv_92070,sub_52971,210.92,2024-11-24
inv_92071,sub_53353,127.9,2024-11-07
inv_92072,sub_52798,144.25,2023-06-23
inv_92073,sub_50335,1221.13,2024-06-17
inv_92074,sub_50606,527.13,2023-09-19
inv_92075,sub_53922,1169.67,2024-12-02
inv_92076,sub_53290,193.45,2023-08-13
inv_92078,sub_51414,110.16,2024-06-23
inv_92079,sub_53791,1095.83,2024-11-19
inv_92080,sub_52474,1351.84,2024-08-25
inv_92081,sub_50519,1467.25,2023-12-24
inv_92082,sub_50283,108.73,2023-09-15
inv_92083,sub_52839,1168.34,2024-01-04
inv_92084,sub_52425,469.02,2024-09-27
inv_92085,sub_53198,1186.75,2023-05-21
inv_92086,sub_52941,1485.7,2023-07-12
inv_92087,sub_51157,878.19,2023-06-05
inv_92088,sub_52118,385.43,2023-05-19
inv_92089,sub_51812,109.84,2023-01-12
inv_92090,sub_51827,733.93,2024-10-26
inv_92091,sub_50304,427.06,2024-05-05
inv_92092,sub_51622,451.36,2023-08-26
inv_92093,sub_51620,1496.96,2023-04-20
inv_92094,sub_52018,1328.34,2024-10-20
inv_92095,sub_50190,367.14,2023-05-15
inv_92096,sub_51279,276.36,2023-08-21
inv_92097,sub_51157,122.9,2024-04-15
inv_92098,sub_53898,988.11,2024-08-24
inv_92099,sub_53959,1077.07,2023-06-05
inv_92100,sub_53124,1040.56,2023-03-23
inv_92101,sub_53925,1019.84,2024-04-13
inv_92102,sub_50243,73.31,2023-06-16
inv_92103,sub_51178,485.05,2024-09-28
inv_92104,sub_51611,39.74,2023-01-25
inv_92105,sub_50387,255.74,2024-04-28
inv_92106,sub_53482,198.95,2023-06-24
inv_92107,sub_53442,76.26,2024-11-19
inv_92109,sub_50640,678.28,2023-02-05
inv_92110,sub_52633,1351.16,2023-10-05
inv_92111,sub_50804,1488.66,2023-12-26
inv_92112,sub_50696,193.36,2024-09-14
inv_92113,sub_53340,1137.2,2024-05-16
inv_92114,sub_50502,718.89,2024-06-19
inv_92115,sub_53336,636.45,2023-07-07
inv_92116,sub_51413,1342.62,2024-02-16
inv_92117,sub_52847,1271.4,2024-01-12
inv_92118,sub_51669,376.32,2024-07-22
inv_92119,sub_52223,1430.35,2023-10-07
inv_92120,sub_52740,591.09,2024-11-11
inv_92121,sub_51384,977.89,2023-10-19
inv_92122,sub_53110,499.53,2024-08-11
inv_92123,sub_51585,27.79,2024-02-29
inv_92124,sub_53811,1428.2,2024-06-14
inv_92125,sub_51434,357.13,2024-10-08
inv_92126,sub_52702,1088.2,2023-11-13
inv_92127,sub_52476,271.93,2024-10-06
inv_92128,sub_53290,119.37,2024-04-26
inv_92129,sub_53950,132.99,2023-03-17
