subscription_id,company_name,company_email,subscription_begin_date,cancel_date
sub_50927,Company_165,contact_165@example.com,2023-10-27,
sub_50928,Company_39,alt_39@example.com,2024-06-10,
sub_50929,Company_347,contact_347@example.com,2023-04-08,2023-07-06
sub_50931,Company_30,contact_30@example.com,2023-10-11,
sub_50932,Company_335,contact_335@example.com,2023-05-10,2024-05-23
sub_50933,Company_127,contact_127@example.com,2023-05-30,
sub_50934,Company_126,contact_126@example.com,2024-02-07,
sub_50935,Company_323,contact_323@example.com,2023-10-03,
sub_50936,Company_231,contact_231@example.com,2023-03-19,2024-02-26
sub_50937,Company_393,contact_393@example.com,2023-04-06,
sub_50938,Company_142,contact_142@example.com,2024-01-13,2024-09-21
sub_50939,Company_167,contact_167@example.com,2024-08-18,2024-09-08
sub_50940,Company_33,alt_33@example.com,2023-04-06,2024-05-04
sub_50941,Company_325,contact_325@example.com,2024-01-02,
sub_50942,Company_32,contact_32@example.com,2024-07-01,
sub_50943,Company_111,contact_111@example.com,2024-03-15,
sub_50944,Company_108,contact_108@example.com,2024-05-21,
sub_50945,Company_145,contact_145@example.com,2023-12-12,
sub_50946,Company_289,contact_289@example.com,2024-05-11,
sub_50947,Company_175,contact_175@example.com,2023-02-19,
sub_50948,Company_1,alt_1@example.com,2024-04-15,
sub_50949,Company_39,alt_39@example.com,2023-06-11,
sub_50950,Company_219,contact_219@example.com,2023-07-27,2024-08-02
sub_50951,Company_332,contact_332@example.com,2023-11-06,2024-02-15
sub_50952,Company_140,contact_140@example.com,2023-04-06,
sub_50953,Company_42,contact_42@example.com,2024-01-16,
sub_50954,Company_332,contact_332@example.com,2023-06-19,
sub_50955,Company_156,contact_156@example.com,2023-08-28,2024-04-23
sub_50956,Company_360,contact_360@example.com,2023-04-08,
sub_50957,Company_39,contact_39@example.com,2023-05-16,
sub_50958,Company_348,contact_348@example.com,2024-03-31,
sub_50959,Company_175,contact_175@example.com,2023-05-04,
sub_50960,Company_67,contact_67@example.com,2024-05-04,
sub_50962,Company_153,contact_153@example.com,2023-05-21,2023-12-22
sub_50963,Company_385,contact_385@example.com,2023-05-17,2024-04-29
sub_50964,Company_73,contact_73@example.com,2023-03-12,
sub_50965,Company_312,contact_312@example.com,2023-06-18,
sub_50966,Company_109,contact_109@example.com,2023-06-05,
sub_50967,Company_351,contact_351@example.com,2024-03-29,
sub_50968,Company_111,contact_111@example.com,2023-03-30,
sub_50969,Company_385,contact_385@example.com,2023-05-07,2024-03-23
sub_50970,Company_179,contact_179@example.com,2024-03-15,2024-09-12
sub_50971,Company_126,contact_126@example.com,2023-10-11,
sub_50972,Company_283,contact_283@example.com,2023-10-19,2024-12-10
sub_50973,Company_13,contact_13@example.com,2023-11-05,
sub_50974,Company_260,contact_260@example.com,2023-07-13,
sub_50975,Company_330,contact_330@example.com,2023-02-25,2024-04-21
sub_50976,Company_122,contact_122@example.com,2024-05-21,
sub_50977,Company_255,contact_255@example.com,2024-08-31,
sub_50978,Company_6,contact_6@example.com,2024-01-05,
sub_50979,Company_162,contact_162@example.com,2023-05-16,2023-12-20
sub_50980,Company_291,contact_291@example.com,2024-03-06,
sub_50981,Company_88,contact_88@example.com,2024-04-27,
sub_50982,Company_37,contact_37@example.com,2023-01-18,
sub_50983,Company_134,contact_134@example.com,2023-08-09,2023-09-18
sub_50984,Company_4,alt_4@example.com,2024-02-12,
sub_50985,Company_364,contact_364@example.com,2024-05-28,
sub_50986,Company_212,contact_212@example.com,2024-03-09,
sub_50987,Company_205,contact_205@example.com,2023-03-26,
sub_50988,Company_315,contact_315@example.com,2023-06-06,
sub_50989,Company_40,contact_40@example.com,2024-06-07,
sub_50990,Company_104,contact_104@example.com,2023-06-09,
sub_50991,Company_300,contact_300@example.com,2023-03-09,2023-09-03
sub_50993,Company_222,contact_222@example.com,2023-04-29,2024-01-06
sub_50994,Company_28,contact_28@example.com,2023-11-13,2024-11-08
sub_50995,Company_379,contact_379@example.com,2023-06-29,
sub_50996,Company_70,contact_70@example.com,2023-01-12,
sub_50997,Company_177,contact_177@example.com,2024-06-19,
sub_50998,Company_0,alt_0@example.com,2023-09-23,
sub_50999,Company_383,contact_383@example.com,2023-10-03,2024-11-01
sub_51000,Company_394,contact_394@example.com,2023-01-31,2023-08-10
sub_51001,Company_139,contact_139@example.com,2024-06-20,
sub_51002,Company_295,contact_295@example.com,2023-03-20,
sub_51003,Company_184,contact_184@example.com,2023-02-26,2023-11-28
sub_51004,Company_85,contact_85@example.com,2024-01-12,
sub_51005,Company_52,contact_52@example.com,2024-08-10,
sub_51006,Company_370,contact_370@example.com,2023-04-29,2023-09-12
sub_51007,Company_1,contact_1@example.com,2023-02-15,2024-05-19
sub_51008,Company_125,contact_125@example.com,2023-02-17,
sub_51009,Company_76,contact_76@example.com,2023-07-03,2024-11-10
sub_51010,Company_18,contact_18@example.com,2024-07-20,
sub_51011,Company_365,contact_365@example.com,2024-03-05,
sub_51012,Company_213,contact_213@example.com,2023-11-24,2024-04-30
sub_51013,Company_292,contact_292@example.com,2024-01-17,
sub_51014,Company_26,contact_26@example.com,2023-07-03,2023-11-14
sub_51015,Company_23,contact_23@example.com,2024-02-15,2024-04-10
sub_51016,Company_144,contact_144@example.com,2023-11-15,
sub_51017,Company_233,contact_233@example.com,2023-01-09,
sub_51018,Company_288,contact_288@example.com,2023-11-08,2024-12-10
sub_51019,Company_237,contact_237@example.com,2024-01-13,2024-11-30
sub_51020,Company_395,contact_395@example.com,2023-07-20,2024-08-18
sub_51021,Company_389,contact_389@example.com,2023-09-09,
sub_51022,Company_209,contact_209@example.com,2023-01-25,
sub_51024,Company_336,contact_336@example.com,2024-01-21,
sub_51025,Company_377,contact_377@example.com,2023-11-11,
sub_51026,Company_121,contact_121@example.com,2024-03-05,2024-12-01
sub_51027,Company_72,contact_72@example.com,2023-10-14,
sub_51028,Company_118,contact_118@example.com,2024-06-16,
sub_51029,Company_358,contact_358@example.com,2024-01-17,2024-09-27
sub_51030,Company_43,contact_43@example.com,2024-08-17,
sub_51031,Company_326,contact_326@example.com,2024-02-08,
sub_51032,Company_31,contact_31@example.com,2024-03-21,
sub_51033,Company_66,contact_66@example.com,2023-08-31,
sub_51034,Company_161,contact_161@example.com,2024-02-07,
sub_51035,Company_25,alt_25@example.com,2023-12-01,
sub_51036,Company_119,contact_119@example.com,2023-03-18,
sub_51037,Company_394,contact_394@example.com,2024-08-21,
sub_51038,Company_84,contact_84@example.com,2024-04-05,
sub_51039,Company_61,contact_61@example.com,2024-07-02,
sub_51040,Company_394,contact_394@example.com,2023-08-01,
sub_51041,Company_135,contact_135@example.com,2023-05-03,
sub_51042,Company_351,contact_351@example.com,2023-11-08,
sub_51043,Company_360,contact_360@example.com,2023-02-11,2023-06-21
sub_51044,Company_167,contact_167@example.com,2023-06-01,2023-08-06
sub_51045,Company_182,contact_182@example.com,2024-02-10,
sub_51046,Company_153,contact_153@example.com,2023-09-24,2024-12-06
sub_51047,Company_15,contact_15@example.com,2024-02-19,
sub_51048,Company_231,contact_231@example.com,2024-07-23,
sub_51049,Company_281,contact_281@example.com,2023-09-13,
sub_51050,Company_11,alt_11@example.com,2023-05-24,
sub_51051,Company_25,alt_25@example.com,2023-08-16,
sub_51052,Company_205,contact_205@example.com,2024-01-17,
sub_51053,Company_322,contact_322@example.com,2023-03-28,
sub_51055,Company_101,contact_101@example.com,2024-03-30,
sub_51056,Company_65,contact_65@example.com,2023-04-05,2024-07-31
sub_51057,Company_14,alt_14@example.com,2023-12-06,
sub_51058,Company_236,contact_236@example.com,2023-02-21,2023-06-07
sub_51059,Company_221,contact_221@example.com,2024-02-09,
sub_51060,Company_349,contact_349@example.com,2024-03-12,
sub_51061,Company_95,contact_95@example.com,2023-10-09,
sub_51062,Company_76,contact_76@example.com,2023-02-05,2024-01-05
sub_51063,Company_125,contact_125@example.com,2023-10-30,
sub_51064,Company_281,contact_281@example.com,2024-05-05,
sub_51065,Company_196,contact_196@example.com,2023-05-21,
sub_51066,Company_8,alt_8@example.com,2024-06-22,2024-11-16
sub_51067,Company_10,alt_10@example.com,2024-07-10,
sub_51068,Company_9,contact_9@example.com,2024-01-27,
sub_51069,Company_365,contact_365@example.com,2024-01-03,
sub_51070,Company_248,contact_248@example.com,2023-12-19,
sub_51071,Company_289,contact_289@example.com,2024-05-29,
sub_51072,Company_92,contact_92@example.com,2023-01-27,
sub_51073,Company_15,contact_15@example.com,2023-10-15,2023-12-03
sub_51074,Company_241,contact_241@example.com,2024-06-26,
sub_51075,Company_392,contact_392@example.com,2024-08-21,
sub_51076,Company_81,contact_81@example.com,2023-04-13,2023-09-06
sub_51077,Company_136,contact_136@example.com,2024-06-30,
sub_51078,Company_5,alt_5@example.com,2023-02-27,2024-04-13
sub_51079,Company_112,contact_112@example.com,2024-08-12,
sub_51080,Company_8,alt_8@example.com,2024-02-02,2024-08-21
sub_51081,Company_32,alt_32@example.com,2023-06-27,
sub_51082,Company_162,contact_162@example.com,2024-01-03,
sub_51083,Company_302,contact_302@example.com,2023-01-29,2024-02-13
sub_51084,Company_290,contact_290@example.com,2024-07-31,
sub_51086,Company_158,contact_158@example.com,2023-06-29,
sub_51087,Company_28,contact_28@example.com,2023-08-27,
sub_51088,Company_269,contact_269@example.com,2024-05-04,
sub_51089,Company_314,contact_314@example.com,2023-07-26,
sub_51090,Company_367,contact_367@example.com,2023-07-01,2024-11-02
sub_51091,Company_165,contact_165@example.com,2023-03-02,
sub_51092,Company_360,contact_360@example.com,2023-05-26,
sub_51093,Company_269,contact_269@example.com,2024-01-09,
sub_51094,Company_339,contact_339@example.com,2024-02-10,
sub_51095,Company_154,contact_154@example.com,2023-11-27,2024-02-24
sub_51096,Company_374,contact_374@example.com,2024-03-23,
sub_51097,Company_327,contact_327@example.com,2024-05-13,
sub_51098,Company_162,contact_162@example.com,2023-06-28,2024-07-14
sub_51099,Company_355,contact_355@example.com,2024-01-01,2024-05-14
sub_51100,Company_17,alt_17@example.com,2023-06-29,
sub_51101,Company_352,contact_352@example.com,2023-10-29,
sub_51102,Company_0,contact_0@example.com,2024-08-09,
sub_51103,Company_35,alt_35@example.com,2024-08-04,
sub_51104,Company_162,contact_162@example.com,2023-08-15,
sub_51105,Company_254,contact_254@example.com,2023-05-25,2023-11-30
sub_51106,Company_121,contact_121@example.com,2023-12-22,
sub_51107,Company_45,contact_45@example.com,2023-12-10,
sub_51108,Company_107,contact_107@example.com,2023-09-13,
sub_51109,Company_131,contact_131@example.com,2023-04-21,
sub_51110,Company_197,contact_197@example.com,2024-03-24,
sub_51111,Company_214,contact_214@example.com,2023-06-20,
sub_51112,Company_193,contact_193@example.com,2023-12-26,
sub_51113,Company_24,alt_24@example.com,2024-05-05,
sub_51114,Company_295,contact_295@example.com,2023-08-19,
sub_51115,Company_9,alt_9@example.com,2023-02-04,
sub_51117,Company_192,contact_192@example.com,2023-06-14,
sub_51118,Company_47,contact_47@example.com,2023-12-13,2024-11-01
sub_51119,Company_247,contact_247@example.com,2023-02-01,2023-09-29
sub_51120,Company_84,contact_84@example.com,2024-03-20,
sub_51121,Company_169,contact_169@example.com,2023-07-30,
sub_51122,Company_283,contact_283@example.com,2024-07-07,2024-12-09
sub_51123,Company_152,contact_152@example.com,2023-09-01,
sub_51124,Company_292,contact_292@example.com,2024-07-16,
sub_51125,Company_251,contact_251@example.com,2023-06-07,
sub_51126,Company_218,contact_218@example.com,2023-03-31,2023-09-17
sub_51127,Company_320,contact_320@example.com,2024-05-06,
sub_51128,Company_105,contact_105@example.com,2023-06-24,
sub_51129,Company_41,contact_41@example.com,2024-04-29,
sub_51130,Company_59,contact_59@example.com,2023-11-12,
sub_51131,Company_203,contact_203@example.com,2024-04-27,
sub_51132,Company_338,contact_338@example.com,2023-09-29,2023-12-04
sub_51133,Company_198,contact_198@example.com,2023-07-09,2024-02-03
sub_51134,Company_189,contact_189@example.com,2023-07-11,
sub_51135,Company_225,contact_225@example.com,2024-04-21,
sub_51136,Company_137,contact_137@example.com,2024-07-31,
sub_51137,Company_356,contact_356@example.com,2023-04-10,2023-06-12
sub_51138,Company_13,alt_13@example.com,2024-07-08,
sub_51139,Company_387,contact_387@example.com,2024-08-26,
sub_51140,Company_283,contact_283@example.com,2023-03-04,
sub_51141,Company_267,contact_267@example.com,2024-03-04,2024-12-23
sub_51142,Company_243,contact_243@example.com,2024-08-09,
sub_51143,Company_120,contact_120@example.com,2024-05-02,
sub_51144,Company_37,alt_37@example.com,2023-02-05,
sub_51145,Company_264,contact_264@example.com,2024-08-08,
sub_51146,Company_317,contact_317@example.com,2023-05-31,2023-08-20
sub_51148,Company_13,alt_13@example.com,2023-07-17,
sub_51149,Company_40,contact_40@example.com,2024-03-21,2024-07-22
sub_51150,Company_321,contact_321@example.com,2023-06-01,
sub_51151,Company_163,contact_163@example.com,2023-03-10,
sub_51152,Company_203,contact_203@example.com,2024-07-19,
sub_51153,Company_38,alt_38@example.com,2023-10-10,
sub_51154,Company_6,contact_6@example.com,2024-08-24,
sub_51155,Company_0,alt_0@example.com,2024-03-05,
sub_51156,Company_75,contact_75@example.com,2024-08-03,
sub_51157,Company_298,contact_298@example.com,2023-04-13,
sub_51158,Company_399,contact_399@example.com,2023-04-14,
sub_51159,Company_274,contact_274@example.com,2023-12-19,
sub_51160,Company_210,contact_210@example.com,2023-09-28,2024-05-01
sub_51161,Company_292,contact_292@example.com,2024-04-29,
sub_51162,Company_206,contact_206@example.com,2023-05-28,2024-04-28
sub_51163,Company_355,contact_355@example.com,2024-02-16,
sub_51164,Company_169,contact_169@example.com,2023-09-01,2023-10-16
sub_51165,Company_137,contact_137@example.com,2024-01-17,
sub_51166,Company_6,alt_6@example.com,2023-11-07,
sub_51167,Company_251,contact_251@example.com,2023-04-11,
sub_51168,Company_153,contact_153@example.com,2024-03-29,
sub_51169,Company_22,alt_22@example.com,2023-11-25,2024-04-30
sub_51170,Company_309,contact_309@example.com,2023-04-02,
sub_51171,Company_21,alt_21@example.com,2024-02-21,
sub_51172,Company_248,contact_248@example.com,2024-06-12,
sub_51173,Company_191,contact_191@example.com,2023-02-27,2023-12-07
sub_51174,Company_33,contact_33@example.com,2023-11-15,
sub_51175,Company_69,contact_69@example.com,2024-06-20,
sub_51176,Company_291,contact_291@example.com,2023-01-30,
sub_51177,Company_26,alt_26@example.com,2023-07-25,
sub_51179,Company_360,contact_360@example.com,2023-07-23,
sub_51180,Company_237,contact_237@example.com,2024-06-01,
sub_51181,Company_325,contact_325@example.com,2023-05-07,
sub_51182,Company_190,contact_190@example.com,2024-05-15,
sub_51183,Company_228,contact_228@example.com,2023-07-01,
sub_51184,Company_282,contact_282@example.com,2023-12-25,
sub_51185,Company_132,contact_132@example.com,2023-04-03,
sub_51186,Company_25,contact_25@example.com,2023-06-16,
sub_51187,Company_109,contact_109@example.com,2023-08-15,
sub_51188,Company_105,contact_105@example.com,2023-10-03,
sub_51189,Company_10,contact_10@example.com,2023-01-10,2023-09-29
sub_51190,Company_331,contact_331@example.com,2023-06-27,2024-05-19
sub_51191,Company_114,contact_114@example.com,2023-09-16,2024-08-12
sub_51192,Company_156,contact_156@example.com,2023-10-09,2024-06-01
sub_51193,Company_36,alt_36@example.com,2023-12-24,
sub_51194,Company_238,contact_238@example.com,2023-11-06,
sub_51195,Company_319,contact_319@example.com,2024-02-11,
sub_51196,Company_261,contact_261@example.com,2024-01-19,2024-11-21
sub_51197,Company_311,contact_311@example.com,2023-10-17,2024-04-06
sub_51198,Company_246,contact_246@example.com,2023-03-07,2023-09-15
sub_51199,Company_327,contact_327@example.com,2023-11-29,
sub_51200,Company_141,contact_141@example.com,2023-09-25,2024-09-14
sub_51201,Company_333,contact_333@example.com,2023-11-02,
sub_51202,Company_391,contact_391@example.com,2023-09-04,
sub_51203,Company_38,alt_38@example.com,2024-02-18,
sub_51204,Company_163,contact_163@example.com,2023-05-24,
sub_51205,Company_254,contact_254@example.com,2023-10-30,2024-03-30
sub_51206,Company_207,contact_207@example.com,2024-02-02,
sub_51207,Company_18,contact_18@example.com,2024-08-20,
sub_51208,Company_292,contact_292@example.com,2023-07-14,2024-01-25
sub_51210,Company_1,alt_1@example.com,2024-05-02,
sub_51211,Company_343,contact_343@example.com,2024-01-03,
sub_51212,Company_87,contact_87@example.com,2024-07-25,
sub_51213,Company_241,contact_241@example.com,2023-05-12,
sub_51214,Company_13,alt_13@example.com,2024-07-26,
sub_51215,Company_93,contact_93@example.com,2023-12-10,
sub_51216,Company_181,contact_181@example.com,2023-08-17,2024-09-21
sub_51217,Company_215,contact_215@example.com,2023-12-06,
sub_51218,Company_150,contact_150@example.com,2024-04-19,
sub_51219,Company_60,contact_60@example.com,2024-04-26,2024-06-12
sub_51220,Company_298,contact_298@example.com,2024-08-17,
sub_51221,Company_36,contact_36@example.com,2024-04-28,
sub_51222,Company_99,contact_99@example.com,2024-05-27,2024-08-16
sub_51223,Company_195,contact_195@example.com,2024-06-26,
sub_51224,Company_37,alt_37@example.com,2023-06-04,2023-09-02
sub_51225,Company_175,contact_175@example.com,2024-02-24,2024-12-31
sub_51226,Company_234,contact_234@example.com,2023-05-27,2023-11-24
sub_51227,Company_92,contact_92@example.com,2023-03-24,
sub_51228,Company_90,contact_90@example.com,2023-11-17,
sub_51229,Company_231,contact_231@example.com,2023-10-08,2024-02-12
sub_51230,Company_86,contact_86@example.com,2024-08-13,
sub_51231,Company_81,contact_81@example.com,2024-05-16,
sub_51232,Company_390,contact_390@example.com,2023-04-01,2023-06-26
sub_51233,Company_324,contact_324@example.com,2024-03-15,
sub_51234,Company_244,contact_244@example.com,2024-01-28,
sub_51235,Company_102,contact_102@example.com,2024-01-18,2024-02-14
sub_51236,Company_387,contact_387@example.com,2024-06-27,
sub_51237,Company_2,contact_2@example.com,2023-09-12,2024-01-25
sub_51238,Company_176,contact_176@example.com,2023-11-16,
sub_51239,Company_257,contact_257@example.com,2024-08-25,
sub_51241,Company_148,contact_148@example.com,2024-04-11,
sub_51242,Company_266,contact_266@example.com,2024-09-02,
sub_51243,Company_172,contact_172@example.com,2024-03-20,
sub_51244,Company_351,contact_351@example.com,2023-05-18,2023-11-29
sub_51245,Company_250,contact_250@example.com,2024-01-03,
sub_51246,Company_96,contact_96@example.com,2023-06-18,2024-10-14
sub_51247,Company_206,contact_206@example.com,2023-01-20,
sub_51248,Company_67,contact_67@example.com,2023-08-05,
sub_51249,Company_258,contact_258@example.com,2023-06-23,
sub_51250,Company_333,contact_333@example.com,2023-02-08,2023-09-08
sub_51251,Company_130,contact_130@example.com,2024-07-01,
sub_51252,Company_24,contact_24@example.com,2024-08-31,2024-10-14
sub_51253,Company_334,contact_334@example.com,2023-01-21,2023-03-06
sub_51254,Company_213,contact_213@example.com,2024-03-30,
sub_51255,Company_129,contact_129@example.com,2024-04-30,
sub_51256,Company_78,contact_78@example.com,2023-07-30,2024-08-08
sub_51257,Company_4,contact_4@example.com,2023-11-05,2024-06-27
sub_51258,Company_339,contact_339@example.com,2024-06-16,2024-11-21
sub_51259,Company_358,contact_358@example.com,2023-05-21,2024-01-10
sub_51260,Company_53,contact_53@example.com,2024-06-07,
sub_51261,Company_316,contact_316@example.com,2023-05-01,
sub_51262,Company_54,contact_54@example.com,2024-05-24,2024-09-22
sub_51263,Company_398,contact_398@example.com,2023-09-27,
sub_51264,Company_103,contact_103@example.com,2024-01-02,
sub_51265,Company_209,contact_209@example.com,2023-10-30,
sub_51266,Company_254,contact_254@example.com,2023-08-01,2024-08-07
sub_51267,Company_169,contact_169@example.com,2023-08-29,
sub_51268,Company_45,contact_45@example.com,2023-04-24,
sub_51269,Company_252,contact_252@example.com,2023-06-02,2023-08-07
sub_51270,Company_38,contact_38@example.com,2023-04-14,
sub_51272,Company_25,contact_25@example.com,2023-04-13,
sub_51273,Company_20,contact_20@example.com,2023-10-25,2024-05-16
sub_51274,Company_160,contact_160@example.com,2024-03-12,
sub_51275,Company_59,contact_59@example.com,2023-04-08,2024-07-06
sub_51276,Company_23,contact_23@example.com,2023-01-10,
sub_51277,Company_331,contact_331@example.com,2023-06-24,
sub_51278,Company_224,contact_224@example.com,2023-10-02,
sub_51279,Company_375,contact_375@example.com,2023-04-06,2023-11-02
sub_51280,Company_93,contact_93@example.com,2023-04-27,
sub_51281,Company_233,contact_233@example.com,2023-10-06,
sub_51282,Company_35,alt_35@example.com,2024-05-04,
sub_51283,Company_215,contact_215@example.com,2023-06-20,
sub_51284,Company_371,contact_371@example.com,2023-03-02,
sub_51285,Company_213,contact_213@example.com,2024-08-27,
sub_51286,Company_10,alt_10@example.com,2024-08-05,
sub_51287,Company_224,contact_224@example.com,2023-07-05,
sub_51288,Company_183,contact_183@example.com,2023-01-30,2024-05-05
sub_51289,Company_29,alt_29@example.com,2023-05-14,2024-02-05
sub_51290,Company_57,contact_57@example.com,2024-02-26,
sub_51291,Company_133,contact_133@example.com,2023-11-18,2023-12-14
sub_51292,Company_347,contact_347@example.com,2024-06-21,
sub_51293,Company_380,contact_380@example.com,2024-08-13,
sub_51294,Company_289,contact_289@example.com,2023-08-18,2024-08-14
sub_51295,Company_265,contact_265@example.com,2024-06-19,
sub_51296,Company_358,contact_358@example.com,2023-04-08,2023-12-05
sub_51297,Company_127,contact_127@example.com,2024-05-08,2024-11-21
sub_51298,Company_328,contact_328@example.com,2024-01-30,2024-05-05
sub_51299,Company_285,contact_285@example.com,2023-02-25,2023-03-22
sub_51300,Company_80,contact_80@example.com,2024-06-01,
sub_51301,Company_240,contact_240@example.com,2024-05-22,
sub_51303,Company_123,contact_123@example.com,2023-12-05,
sub_51304,Company_114,contact_114@example.com,2024-07-17,
sub_51305,Company_193,contact_193@example.com,2024-02-17,
sub_51306,Company_120,contact_120@example.com,2023-03-22,
sub_51307,Company_293,contact_293@example.com,2024-04-03,2024-06-07
sub_51308,Company_228,contact_228@example.com,2023-11-20,2024-02-08
sub_51309,Company_381,contact_381@example.com,2023-01-19,
sub_51310,Company_18,contact_18@example.com,2024-07-24,
sub_51311,Company_0,contact_0@example.com,2023-04-04,2024-06-02
sub_51312,Company_316,contact_316@example.com,2023-11-08,
sub_51313,Company_260,contact_260@example.com,2024-07-29,2024-12-01
sub_51314,Company_233,contact_233@example.com,2023-12-16,2024-07-09
sub_51315,Company_18,alt_18@example.com,2023-08-17,
sub_51316,Company_286,contact_286@example.com,2024-04-29,
sub_51317,Company_336,contact_336@example.com,2024-01-08,
sub_51318,Company_231,contact_231@example.com,2023-04-27,2023-07-05
sub_51319,Company_113,contact_113@example.com,2023-01-03,
sub_51320,Company_324,contact_324@example.com,2023-10-26,
sub_51321,Company_359,contact_359@example.com,2023-04-19,2023-06-01
sub_51322,Company_252,contact_252@example.com,2023-05-24,2024-08-06
sub_51323,Company_369,contact_369@example.com,2024-02-24,
sub_51324,Company_100,contact_100@example.com,2023-07-12,2023-10-01
sub_51325,Company_201,contact_201@example.com,2023-08-09,2024-04-19
sub_51326,Company_97,contact_97@example.com,2023-12-13,2024-02-26
sub_51327,Company_23,contact_23@example.com,2024-08-25,2024-11-16
sub_51328,Company_230,contact_230@example.com,2024-04-13,
sub_51329,Company_301,contact_301@example.com,2024-05-31,2024-08-27
sub_51330,Company_2,contact_2@example.com,2024-06-27,
sub_51331,Company_24,contact_24@example.com,2024-07-20,
sub_51332,Company_221,contact_221@example.com,2024-08-22,
sub_51334,Company_374,contact_374@example.com,2023-05-12,
sub_51335,Company_307,contact_307@example.com,2023-11-26,2024-08-30
sub_51336,Company_214,contact_214@example.com,2023-09-12,
sub_51337,Company_175,contact_175@example.com,2023-10-29,2024-07-06
sub_51338,Company_70,contact_70@example.com,2024-02-27,
sub_51339,Company_358,contact_358@example.com,2024-06-08,2024-11-28
sub_51340,Company_280,contact_280@example.com,2023-11-18,2024-12-06
sub_51341,Company_283,contact_283@example.com,2023-08-11,
sub_51342,Company_365,contact_365@example.com,2023-10-25,
sub_51343,Company_344,contact_344@example.com,2023-05-16,2024-06-02
sub_51344,Company_91,contact_91@example.com,2024-05-30,
sub_51345,Company_355,contact_355@example.com,2023-11-27,
sub_51346,Company_180,contact_180@example.com,2024-07-29,
sub_51347,Company_298,contact_298@example.com,2024-08-07,
sub_51348,Company_363,contact_363@example.com,2024-03-03,
sub_51349,Company_382,contact_382@example.com,2024-06-30,2024-12-13
sub_51350,Company_216,contact_216@example.com,2023-01-14,
sub_51351,Company_195,contact_195@example.com,2023-05-29,2023-07-15
sub_51352,Company_102,contact_102@example.com,2023-10-01,2024-11-08
sub_51353,Company_146,contact_146@example.com,2023-09-14,2023-12-17
sub_51354,Company_353,contact_353@example.com,2023-10-30,2024-03-02
sub_51355,Company_16,contact_16@example.com,2024-01-03,
sub_51356,Company_231,contact_231@example.com,2023-04-15,2024-03-15
sub_51357,Company_378,contact_378@example.com,2024-07-29,
sub_51358,Company_114,contact_114@example.com,2024-07-28,
sub_51359,Company_121,contact_121@example.com,2024-06-07,
sub_51360,Company_7,alt_7@example.com,2023-10-22,2024-10-30
sub_51361,Company_195,contact_195@example.com,2024-02-01,2024-09-21
sub_51362,Company_350,contact_350@example.com,2023-11-17,
sub_51363,Company_380,contact_380@example.com,2023-09-15,2024-01-16
sub_51365,Company_115,contact_115@example.com,2024-01-12,
sub_51366,Company_301,contact_301@example.com,2024-07-13,
sub_51367,Company_308,contact_308@example.com,2023-07-21,2024-09-10
sub_51368,Company_99,contact_99@example.com,2023-10-29,
sub_51369,Company_349,contact_349@example.com,2023-03-18,2023-07-11
sub_51370,Company_376,contact_376@example.com,2024-06-10,
sub_51371,Company_219,contact_219@example.com,2023-10-13,
sub_51372,Company_82,contact_82@example.com,2024-08-21,
sub_51373,Company_130,contact_130@example.com,2023-01-06,
sub_51374,Company_79,contact_79@example.com,2023-02-10,2023-05-19
sub_51375,Company_305,contact_305@example.com,2023-02-22,2024-04-13
sub_51376,Company_315,contact_315@example.com,2023-11-05,2024-08-02
sub_51377,Company_281,contact_281@example.com,2024-01-02,2024-02-28
sub_51378,Company_162,contact_162@example.com,2024-06-22,2024-11-01
sub_51379,Company_266,contact_266@example.com,2023-03-11,
sub_51380,Company_212,contact_212@example.com,2024-07-10,
sub_51381,Company_206,contact_206@example.com,2023-04-05,
sub_51382,Company_109,contact_109@example.com,2023-12-06,
sub_51383,Company_111,contact_111@example.com,2024-06-27,
sub_51384,Company_287,contact_287@example.com,2023-01-10,2023-03-29
sub_51385,Company_228,contact_228@example.com,2023-09-04,2024-12-30
sub_51386,Company_318,contact_318@example.com,2023-09-07,2023-10-17
sub_51387,Company_164,contact_164@example.com,2024-01-26,
sub_51388,Company_7,alt_7@example.com,2023-04-27,
sub_51389,Company_370,contact_370@example.com,2023-10-17,2023-11-18
sub_51390,Company_20,alt_20@example.com,2024-01-19,2024-10-28
sub_51391,Company_228,contact_228@example.com,2024-05-13,
sub_51392,Company_333,contact_333@example.com,2023-07-17,
sub_51393,Company_49,contact_49@example.com,2023-06-21,
sub_51394,Company_3,contact_3@example.com,2023-03-09,2023-07-14
sub_51396,Company_27,alt_27@example.com,2023-04-17,
sub_51397,Company_359,contact_359@example.com,2024-03-21,
sub_51398,Company_18,alt_18@example.com,2023-03-15,2024-04-20
sub_51399,Company_12,contact_12@example.com,2024-04-15,
sub_51400,Company_169,contact_169@example.com,2023-02-08,
sub_51401,Company_91,contact_91@example.com,2023-09-15,
sub_51402,Company_20,alt_20@example.com,2023-08-22,
sub_51403,Company_198,contact_198@example.com,2024-04-06,
sub_51404,Company_207,contact_207@example.com,2024-03-19,
sub_51405,Company_344,contact_344@example.com,2023-05-02,
sub_51406,Company_368,contact_368@example.com,2023-03-06,2024-04-16
sub_51407,Company_23,contact_23@example.com,2023-03-16,2023-10-05
sub_51408,Company_54,contact_54@example.com,2023-10-24,2024-12-19
